模型名字,平均 BLEU 分数,平均 METEOR 分数,平均 ROUGE-L 分数
Randeng_NLPCC_02_02_22_34,0.4895165595053999,0.642009719242187,0.10884065934065934
,输入文本,生成问题,参考问题,BLEU,METEOR,ROUGE-L
,"generate question: [['左岩', '代表作品', '中华好诗词'], ['中华好诗词', '主持人', '王凯'], ['王凯', '外文名', 'Wang Kai']]",左岩的代表作品的主持人的外文名是什么?,你知道左岩的代表作品的主持人的外文名字是什么吗？,0.44283545154285925,0.5836397058823528,0
,"generate question: [['坡头乡', '政府驻地', '坡头'], ['坡头', '土地总面积', '89平方公里']]",坡头乡的政府驻地的面积是多少?,坡头乡的政府驻地的面积共有多少？,0.6606328636027614,0.7937500000000002,0
,"generate question: [['渡川之战', '主要指挥官', '一条兼定'], ['一条兼定', '相关事件', '四万十川连斩数十人']]",渡川之战的主要指挥官有什么相关事件?,谁知道渡川之战的主要指挥官做了什么？,0.37200908038405156,0.5402650356778795,0
,"generate question: [['赵启平', '配音', '王凯'], ['王凯', '爱好', '唱歌,主持,睡觉,shopping']]",赵启平的配音喜欢做什么事?,谁能告诉我赵启平的配音有什么爱好？,3.297337141451012e-78,0.35046728971962615,0
,"generate question: [['奥利朗吉斯凯里亚德酒店', '地理位置', '奥利机场'], ['奥利机场', '机场代码', 'ORY']]",奥利朗吉斯凯里亚德酒店的地理位置的机场代码是多少?,谁能告诉我奥利朗吉斯凯里亚德酒店的地理位置的机场代码是多少？,0.6908501454998437,0.7384682625067241,0
,"generate question: [['草房', '线路', '北京地铁6号线'], ['北京地铁6号线', '车辆基地', '五里桥车辆段']]",草房的线路的车辆基地在哪里?,草房的线路有多少处基地？,4.335118471269586e-78,0.2469135802469136,0
,"generate question: [['阿尔忒弥斯', '其他名称', '狄安娜'], ['狄安娜', '别称', '阿尔忒弥斯'], ['阿尔忒弥斯', '象征', '松柏']]",你知道阿尔忒弥斯的其他名称的别称的象征是什么吗?,请问阿尔忒弥斯的其他名称的别称代表着什么啊？,0.41374412020518814,0.47821969696969696,0
,"generate question: [['dear j', '别名', '虎牙'], ['虎牙', '本质', '常见的畸形']]",请问dear j的别名是什么性质的?,dear j的别名的本质是什么？,0.4172261448611506,0.7711943069306932,1.0
,"generate question: [['星曜传说', '主要角色', '狄安娜'], ['狄安娜', '别称', '阿尔忒弥斯'], ['阿尔忒弥斯', '象征', '松柏']]",星曜传说的主要角色的别称的象征是什么?,请问星曜传说的主要角色的别称代表着什么啊？,0.4905378138718247,0.4893410852713178,0
,"generate question: [['旅途', '填词', '刘力扬'], ['刘力扬', '代表作品', '礼物'], ['礼物', '所属专辑', '转寄刘力扬']]",旅途的填词的代表作品的所属专辑是什么?,旅途的填词的代表作品出自哪张专辑？,0.3672056269893592,0.3260869565217391,0
,"generate question: [['丁教授乳癖肿痛乳康贴', '主要原料', '川芎'], ['川芎', '中文学名', '川芎']]",丁教授乳癖肿痛乳康贴的主要原料的中文学名是什么?,你们知道丁教授乳癖肿痛乳康贴的主要原料1号属于什么类型吗？,0.46332949707573756,0.5468926553672316,0
,"generate question: [['水北街镇', '别名', '水北街'], ['水北街', '被称为', '杭州市文物保护点']]",水北街镇的别名被称为什么?,水北街镇的别名又叫做什么？,0.4671379777282001,0.654320987654321,0
,"generate question: [['阿贝尔', '兄弟姐妹', '阿尔忒弥斯'], ['阿尔忒弥斯', '象征', '松柏']]",阿贝尔的兄弟姐妹的象征是什么?,请问阿贝尔的兄弟姐妹代表着什么啊？,4.2338646970116024e-78,0.22471910112359547,0
,"generate question: [['犯罪工具', '出处', '现代汉语词典'], ['现代汉语词典', '版次', '六次现代汉语词典（第6版）']]",犯罪工具的出处是哪次版的?,你知道犯罪工具的出处出版了几次吗？,0.23899976771375064,0.29224537037037035,0
,"generate question: [['褚梅宏', '毕业院校', '山东英才学院'], ['山东英才学院', '学校地址', '山东省济南市高新区英才路2号']]",褚梅宏的毕业院校的地址在哪里?,褚梅宏的毕业院校在哪里？,0.3549481056010053,0.7098765432098765,0
,"generate question: [['国姓庄', '下辖地区', '北港溪'], ['北港溪', '源头', '七星岭']]",国姓庄的下辖地区的源头在哪里?,国姓庄的下辖地区起源于哪里？,0.4111336169005197,0.6233062330623306,0
,"generate question: [['东北沦陷时期女性作家群体', '代表', '梅娘'], ['梅娘', '出生地', '海参崴']]",东北沦陷时期女性作家群体的代表是在哪里出生的?,东北沦陷时期女性作家群体的代表出生在哪里？,0.5757575636202255,0.859300907736079,0
,"generate question: [['中国科学院遥感应用研究所灾害与环境遥感研究室', '研究领域', '沙尘暴'], ['沙尘暴', '成因', '大风天气频繁']]",中国科学院遥感应用研究所灾害与环境遥感研究室的研究领域成因是什么?,中国科学院遥感应用研究所灾害与环境遥感研究室的研究领域的成因是什么？,0.7487052499824418,0.8702348864073931,0
,"generate question: [['英德拉图要塞', '来源', '永恒之塔'], ['永恒之塔', '发行商', '盛大游戏']]",英德拉图要塞的来源的发行商是谁?,英德拉图要塞的来源的运营商是什么？,0.537284965911771,0.6918367346938775,0
,"generate question: [['图书馆、情报与档案管理', '中文名', '情报与档案管理'], ['情报与档案管理', '二级学科', '120502情报学']]",图书馆、情报与档案管理的中文名属于什么二级学科?,图书馆、情报与档案管理的中文名的二级学科是什么？,0.5390594848489677,0.7267441860465118,0
,"generate question: [['休斯敦火箭队', '知名人物', '詹姆斯·哈登'], ['詹姆斯·哈登', '专业特点', '欧洲步']]",休斯敦火箭队的知名人物有什么专业特点?,你知道休斯敦火箭队的知名人物有什么特点吗？,0.5408804419255526,0.6726694915254237,0
,"generate question: [['王诗龄', '好友', '张悦轩'], ['张悦轩', '好友', '田雨橙,小小志,王诗龄,郭子睿']]",王诗龄的好友的好友都有谁?,你知道王诗龄的好友的好朋友都有谁吗？,0.2767783451247154,0.5037252996436669,0
,"generate question: [['亮马桥', '地铁', '北京地铁10号线'], ['北京地铁10号线', '车辆基地', '3座']]",亮马桥的地铁的车辆基地有多少?,亮马桥的地铁有哪些车辆基地？,5.30941411456236e-78,0.526406035665295,0
,"generate question: [['伊尔库茨克', '著名景点', '贝加尔湖'], ['贝加尔湖', '历史', '25-30万年']]",伊尔库茨克的著名景点的历史有多少年?,你知道伊尔库茨克的著名景点有多少年的历史吗？,5.523777073754958e-78,0.6657318376068376,0
,"generate question: [['中华人民共和国国务院机关事务管理局', '机构性质', '国务院直属机构'], ['国务院直属机构', '行政级别', '副部级']]",请问中华人民共和国国务院机关事务管理局的机构性质的行政级别是什么?,中华人民共和国国务院机关事务管理局的机构性质属于什么级别的行政？,0.5008718428920987,0.6794871794871795,0
,"generate question: [['马元坤', '父亲', '马云'], ['马云', '国籍', '中国']]",马元坤的父亲的国籍是什么?,你们知道马元坤的父亲先生的国籍吗？,0.2842202242491899,0.5452674897119341,0
,"generate question: [['南京晓庄学院学报', '编辑单位', '南京晓庄学院'], ['南京晓庄学院', '主管部门', '江苏省人民政府']]",请问南京晓庄学院学报的编辑单位的主管部门是什么?,请问南京晓庄学院学报的编辑单位的主管部门是哪？,0.8242367502646054,0.8458359821996186,0
,"generate question: [['鲁迪·费尔南德斯', '国籍', '西班牙'], ['西班牙', '国庆日', '10月12日'], ['10月12日', '出生名人', '丁玲']]",鲁迪费尔南德斯的国籍的国庆日出生了哪些名人?,你知道哪个名人是在鲁迪·费尔南德斯的国籍的国庆日出生的吗？,0.2875683693213117,0.3244092987804878,0
,"generate question: [['AP', '中文名', '动作电位'], ['动作电位', '特点', '“全或无”不叠加,不衰减性传导']]",AP的中文名的特点是什么?,AP的中文名有什么特点？,5.072841446586652e-78,0.35211267605633806,1.0
,"generate question: [['黑色火种', '代表作品', '地狱公寓'], ['地狱公寓', '其他相关作品', '死咒岛']]",黑色火种的代表作品还有什么其他相关作品吗?,黑色火种的代表作品有什么其他相关作品？,0.46924700641056,0.785891089108911,0
,"generate question: [['中国城镇化发展速度与质量问题研究', '出版社', '东北大学'], ['东北大学', '现任校长', '赵继']]",中国城镇化发展速度与质量问题研究的出版社的现任校长是谁?,你知道中国城镇化发展速度与质量问题研究的出版社现在的校长是谁吗？,0.569133886912883,0.7449798101058605,0
,"generate question: [['于杭清', '毕业院校', '大连大学'], ['大连大学', '主管部门', '大连市人民政府']]",于杭清的毕业院校的主管部门是什么?,请问于杭清的毕业院校是由什么地方主管？,0.3498330125272252,0.485126253891387,0
,"generate question: [['艾丽西娅', '归属', '魔法少女奈叶'], ['魔法少女奈叶', '主要配音', '清水爱']]",艾丽西娅的归属的主要配音是谁?,艾丽西娅的归属的主要配音都有谁？,0.5462757644646491,0.6988249845392702,0
,"generate question: [['京都念慈庵蜜炼川贝枇杷膏', '成分', '川贝母'], ['川贝母', '族', '百合族']]",京都念慈庵蜜炼川贝枇杷膏的成分属于什么族?,京都念慈庵蜜炼川贝枇杷膏的成分属于什么族？,0.9036020036098448,0.9163223140495868,0
,"generate question: [['九刀流', '使用者', '罗罗亚·索隆'], ['罗罗亚·索隆', '初次登场', '漫画第3话,动画第2集']]",九刀流的使用者什么时候初次登场?,请问九刀流的使用者第一次是在什么时候出现的？,0.22758576422172913,0.4056437389770724,0
,"generate question: [['安平生活网', '类别', '网络营销平台'], ['网络营销平台', '是指', '网站']]",安平生活网的类别指的是什么?,什么事安平生活网的类别？,0.4111336169005197,0.6233062330623306,0
,"generate question: [['刘', '姓氏', '刘姓'], ['刘姓', '主要分布', '日本']]",刘的姓氏主要分布在哪些地方?,请问刘的姓氏都在哪些地方有？,4.954356947008765e-78,0.5438202247191011,0
,"generate question: [['孽海升龙曲', '作者', '元始天尊'], ['元始天尊', '司掌', '万物之主']]",孽海升龙曲的作者司掌什么?,请问孽海升龙曲的作者负责什么？,0.47750342648354643,0.66167290886392,0
,"generate question: [['花', '歌曲原唱', '喜纳昌吉'], ['喜纳昌吉', '罗马音', 'Kina Shōkich']]",花的歌曲原唱的罗马音是什么?,请问花的歌曲原唱用罗马音怎么读？,0.25271148634948987,0.3444444444444445,0
,"generate question: [['最后一分钟，爱你', '中文名', '最后一分钟'], ['最后一分钟', '选自', '人教版小学五年级上册七单元24课']]","最后一分钟,爱你的中文名选自哪里?",你知道最后一分钟，爱你的中文名选自什么吗？,0.395348755325422,0.5793795620437956,0
,"generate question: [['通灵同人、血染莲', '作者', '异次元'], ['异次元', '术语', '高维空间”']]",通灵同人、血染莲的作者的术语是什么?,谁知道通灵同人、血染莲的作者的术语是什么？,0.7648825826302762,0.7968020122170321,0
,"generate question: [['图纹玛瑙', '类别', '玛瑙'], ['玛瑙', '化学式', 'SiO2']]",图纹玛瑙的类别的化学式是什么?,你知道图纹玛瑙的类别的化学式吗？,0.525624059490303,0.6046576879910214,0
,"generate question: [['九江镇', '著名景点', '兰桂坊'], ['兰桂坊', '车速限制', '50公里/小时']]",九江镇的著名景点的车速限制是多少?,九江镇的著名景点的车速限制是多少？,0.8633400213704505,0.8880208333333333,0
,"generate question: [['深圳市华冠颜料有限公司', '经营范围', '水晶'], ['水晶', '晶系', '三方晶系']]",深圳市华冠颜料有限公司的经营范围属于什么晶系?,请问紫深圳市华冠颜料有限公司的经营范围属于什么晶系？,0.7205745450576256,0.7621887424147312,0
,"generate question: [['刘楚先', '别名', '子良'], ['子良', '父', '楚昭王,士子孔']]",刘楚先的别名的父亲是谁?,刘楚先的别名的父亲叫什么？,0.5873949094699213,0.6651234567901234,0
,"generate question: [['黄府茶业', '总部地点', '大别山'], ['大别山', '范围', '信阳']]",黄府茶业的总部地点的范围是什么?,黄府茶业的总部地点的所在范围是什么？,0.5954165059120786,0.8211575489862951,0
,"generate question: [['犬六联活疫苗', '用途', '犬瘟热'], ['犬瘟热', '传染性', '有传染性,高']]",犬六联活疫苗的用途的传染性如何?,犬六联活疫苗的用途有什么传染性？,0.4671379777282001,0.5679012345679012,0
,"generate question: [['文县', '下辖地区', '城关镇'], ['城关镇', '行政区类别', '镇']]",文县的下辖地区属于什么类别?,你知道文县的下辖地区是什么类型的行政区？,0.22172045047934608,0.3206896551724139,0
,"generate question: [['11464法律网', '下设', '劳动'], ['劳动', '中文名', '劳动']]",11464法律网的下设的中文名是什么?,云南省11464法律网的下设监察条例是关于什么的条例？,0.22011371623427067,0.5037252996436669,1.0
,"generate question: [['世界的另一个世界', '作者', '一路向西'], ['一路向西', '分级', '三级']]",世界的另一个世界的作者的分级是多少?,请问世界的另一个世界的作者属于什么级别的电影？,0.4513165758172509,0.5751811594202899,0
,"generate question: [['PAH', '类型', '有机化合物'], ['有机化合物', '主要包括', '含碳化合物,碳氢化合物等']]",PAH的类型主要包括哪些?,你知道PAH的类型主要包括哪些吗？,0.5270837136273565,0.6171248568155785,1.0
,"generate question: [['族序数', '内容', '元素周期表'], ['元素周期表', '创造者', '德米特里·伊万诺维奇·门捷列夫']]",谁是族序数的内容的创造者?,告诉我族序数的内容是谁创立的呀？,3.8416155477228376e-78,0.4732510288065843,0
,"generate question: [['火影忍者究极风暴世代', '主要角色', '我爱罗'], ['我爱罗', '师傅', '马基']]",火影忍者究极风暴世代的主要角色的师傅是谁?,你知道火影忍者究极风暴世代的主要角色的作者是谁吗？,0.522125711144993,0.6775510204081634,0
,"generate question: [['光井爱佳', '毕业时间', '2012'], ['2012', '别名', '2012世界末日']]",光井爱佳的毕业时间的别名是什么?,请问光井爱佳的毕业时间款高尔夫1.4t自动蓝驱版是在哪年上市的？,0.12151662434083678,0.3289473684210526,0
,"generate question: [['石化蜥蜴', '别称', '巨蜥'], ['巨蜥', '亚目', '蜥蜴亚目']]",石化蜥蜴的别称属于什么亚目?,科莫多石化蜥蜴的别称是什么亚目的？,0.2512421854739509,0.4523364485981308,0
,"generate question: [['龙天之火影记', '作者', '文明古国'], ['文明古国', '泛指', '中国']]",龙天之火影记的作者泛指什么?,请问龙天之火影记的作者是指哪些国家？,0.420886844306855,0.5116334283000951,0
,"generate question: [['她', '谱曲', '朱晨辰'], ['朱晨辰', '昵称', '虎牙'], ['虎牙', '本质', '常见的畸形']]",你知道她谱曲的昵称的本质是什么吗?,她的谱曲的昵称的本质是什么？,0.5331675363405771,0.778186274509804,0
,"generate question: [['水库村', '养殖产业', '牛'], ['牛', '亚目', '反刍亚目']]",水库村的养殖产业属于什么亚目?,你知道利木赞水库村的养殖产业属于什么亚目吗？,0.5535566902494308,0.6343005952380953,0
,"generate question: [['展翅翱翔', '作者', '浙江'], ['浙江', '历史名人', '金庸']]",展翅翱翔的作者有哪些历史名人?,你知道展翅翱翔的作者有哪些历史名人吗？,0.5779390907776394,0.6532519549876025,0
,"generate question: [['丹青', '其他名称', '朱成璧'], ['朱成璧', '原型', '孝恭仁皇后']]",丹青的其他名称的原型是什么?,谁是丹青的其他名称的原型？,0.6104735835807844,0.7687074829931974,0
,"generate question: [['宙斯', '兄弟姐妹', '哈迪斯'], ['哈迪斯', '兄弟姐妹', '宙斯'], ['宙斯', '子女', '赫拉克勒斯']]",宙斯的兄弟姐妹的兄弟姐妹的子女是谁?,宙斯的兄弟姐妹的兄弟姐妹的子女是谁？,0.8801117367933934,0.8993827160493828,0
,"generate question: [['SPN', '中文名', '邪恶力量'], ['邪恶力量', '图像制式', '1080i (HDTV)']]",请问SPN的中文名是什么样的图像制式?,SPN的中文名的图像制式是什么？,6.44985558187996e-78,0.738954922628392,1.0
,"generate question: [['中李固村', '火车站', '新乡东站'], ['新乡东站', '股道数目', '7,6']]",中李固村的火车站有多少股道?,谁知道中李固村的火车站有几个股道？,0.41105458056789007,0.6405895691609977,0
,"generate question: [['弗朗兹·康拉德·冯·赫岑多夫', '相关事件', '第一次世界大战'], ['第一次世界大战', '伤亡情况', '协约国总士兵阵亡:,5,497,600同盟国总士兵阵亡:,3,382,500交战双方受伤总数：1000万左右平民死亡总数：6,493,000,同盟国总士兵阵亡:3,协约国总士兵阵亡:5,600,500']]",弗朗兹康拉德冯赫岑多夫的相关事件的伤亡情况如何?,请问弗朗兹·康拉德·冯·赫岑多夫的相关事件总共有多少人伤亡？,0.1478975471886243,0.2756274923762609,0
,"generate question: [['儿歌、绕口令、谜语', '书名', '谜语'], ['谜语', '起源', '先秦时代']]",儿歌、绕口令、谜语的书名的起源是什么?,你知道儿歌、绕口令、谜语的书名起源于那里吗？,0.4744325794453768,0.5212782787533617,0
,"generate question: [['教皇', '代表作品', '圣诞节'], ['圣诞节', '设立机构', '罗马教会']]",教皇的代表作品是哪个机构设立的?,哪个机构设立了教皇的代表作品？,6.784827072174911e-78,0.6310013717421126,0
,"generate question: [['从未在意', '歌曲原唱', '萧正楠'], ['萧正楠', '代表作品', '当旺爸爸'], ['当旺爸爸', '拍摄时间', '2011年8月-10月']]",从未在意的歌曲原唱的代表作品是什么时候拍摄的?,你知道从未在意的歌曲原唱的代表作品是什么时候拍的吗？,0.5985558517362037,0.6985313470547982,0
,"generate question: [['税法全程系统训练', '作者', '张清芳'], ['张清芳', '代表作品', '激情过后'], ['激情过后', '发行时间', '2011-08-26']]",税法全程系统训练的作者的代表作品是什么时候发行的?,你记得税法全程系统训练的作者的代表作品是什么时候发行的吗？,0.7420016786832134,0.7782659533004996,0
,"generate question: [['闪电', '中文名', '殷素素'], ['殷素素', '哥哥', '殷野王'], ['殷野王', '所处时代', '元末']]",闪电的中文名的哥哥是处在什么时代?,闪电的中文名的哥哥 处于什么时代？,0.4518010018049224,0.6918367346938775,0
,"generate question: [['双飞人', '别名', '双飞人爽水'], ['双飞人爽水', '包装规格', '50ml,30ml,10ml,3ml']]",双飞人的别名的包装规格是多少?,双飞人的别名有什么规格的？,0.2907153684841096,0.618131868131868,0
,"generate question: [['票据托管', '特点', '中国银行'], ['中国银行', '公司名称', '中国银行']]",票据托管的特点的公司名称是什么?,谁知道票据托管的特点100周年纪念钞是由哪个单位发行的？,0.15954797701544196,0.36525974025974023,0
,"generate question: [['格林豪泰宁波百丈路店', '类别', '格林豪泰'], ['格林豪泰', '注册资金', '美金贰仟万元']]",格林豪泰宁波百丈路店的类别注册了多少钱?,格林豪泰宁波百丈路店的类别当时用了多少注册资金？,0.525045957788985,0.6938463010814431,0
,"generate question: [['三手烟', '成分', '砷'], ['砷', '发现人', '艾尔伯图斯·麦格努斯']]",三手烟的成分是谁发现的?,谁知道三手烟的成分是谁发明的呢？,0.43742343691381713,0.5913134484563056,0
,"generate question: [['老婆，别吸我', '作者', '蒙娜丽莎'], ['蒙娜丽莎', '创作年代', '文艺复兴']]","老婆,别吸我的作者是什么时候创作的?",老婆，别吸我的作者属于什么年代？,0.23462350320528,0.41802832244008714,0
,"generate question: [['0576q小游戏', '类型', '4399小游戏'], ['4399小游戏', '地址', '神州数码大厦10层1018号']]",请问0576q小游戏的类型在哪个地方?,0576q小游戏的类型具体在哪个位置？,0.3549481056010053,0.654320987654321,1.0
,"generate question: [['LOVE', '中文名', '爱'], ['爱', '制片地区', '大陆']]",LOVE的中文名是在哪里拍摄的?,LOVE的中文名上星期六属于哪里的？,4.583829695130767e-78,0.4955555555555556,1.0
,"generate question: [['雪玉剑', '作者', '近墨者黑'], ['近墨者黑', '相对', '近朱者赤']]",雪玉剑的作者的相对是什么?,请问雪玉剑的作者和什么相对？,5.072841446586652e-78,0.3125,0
,"generate question: [['异度危情', '主演', '陈键锋'], ['陈键锋', '语言', '英语']]",异度危情的主演的语言是什么?,异度危情的主演会说哪些语音？,0.2984745896009823,0.3506944444444444,0
,"generate question: [['黄昏少女*失忆-めいびい作画的日本漫画', '中文名', '黄昏少女×失忆'], ['黄昏少女×失忆', '代理发行', '木棉花国际(中国台湾)']]",黄昏少女*失忆-作画的日本漫画的中文名是由谁代理发行的?,请问黄昏少女*失忆-めいびい作画的日本漫画的中文名由谁代理发行？,0.5105649360288809,0.6878153515834675,0
,"generate question: [['王永标', '毕业院校', '中国地质大学'], ['中国地质大学', '博士点', '66个']]",王永标的毕业院校有多少个博士点?,请问王永标的毕业院校有多少个博士点？,0.7725505949016372,0.8072916666666667,0
,"generate question: [['上海国经网络科技有限公司', '合作伙伴', '必应'], ['必应', '开发公司', '微软公司']]",上海国经网络科技有限公司的合作伙伴的开发公司是什么?,请问开发上海国经网络科技有限公司的合作伙伴这个软件的公司是什么？,0.4348783281197403,0.7303086523865745,0
,"generate question: [['纪念那份死去的爱', '作者', '爱屋及乌'], ['爱屋及乌', '本义', '爱房子,也爱那房顶上的乌鸦。']]",纪念那份死去的爱的作者的本义是什么?,你知道纪念那份死去的爱的作者的本义吗？,0.6816650778781156,0.7190647482014388,0
,"generate question: [['浙江九龙山国家级自然保护区', '保护对象', '黄腹角雉'], ['黄腹角雉', '定名人', 'Geoffroy St. Hilaire']]",浙江九龙山国家级自然保护区的保护对象的定名人是谁?,谁知道浙江九龙山国家级自然保护区的保护对象的名字？,0.5760844201603896,0.7397204366901335,0
,"generate question: [['他比我好', '填词', '陌子轩'], ['陌子轩', '生肖', '狗']]",他比我好的填词是什么生肖的?,他比我好的填词什么属性？,0.47987820666906633,0.6898846495119787,0
,"generate question: [['阿昔洛韦颗粒剂', '成份', '阿昔洛韦'], ['阿昔洛韦', '不良反应', '皮肤瘙痒或荨麻疹。,皮肤瘙痒或荨麻疹']]",阿昔洛韦颗粒剂的成份的不良反应有哪些?,服用阿昔洛韦颗粒剂的成份会造成什么不良反应？,0.2824099048856541,0.3757575757575758,0
,"generate question: [['甲烯蓝', '别名', '亚甲蓝'], ['亚甲蓝', '水溶性', '氧化性环境中蓝色。在水或乙醇中易溶,在氯仿中溶解']]",甲烯蓝的别名的水溶性如何?,请问甲烯蓝的别名的水溶性具体是什么？,0.46761439722697934,0.5594496365524403,0
,"generate question: [['醇酒妇人', '近义词', '灯红酒绿'], ['灯红酒绿', '释义', '形容夜饮聚会的情景繁华热闹']]",醇酒妇人的近义词是什么意思?,谁能帮我解释一下醇酒妇人的近义词？,3.7734183673994593e-78,0.3345959595959596,0
